PAYEE_COUNTRY,PAYEE_NAME_EDITED_TOKENS_CORPUS,PAYEE_NAME_MATCHING_TUPLE,PAYEE_NAME_MATCHING,PAYEE_NAME_MATCHING_SCORE,PRIMARY_SSIC_DESCRIPTION,PRIMARY_USER_DESCRIBED_ACTIVITY,SECONDARY_SSIC_DESCRIPTION,SECONDARY_USER_DESCRIBED_ACTIVITY
SG,united italian trading corpn,"('united trading consulting', 79.24528301886792, 551271)",united trading consulting,79.24528301886792,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,"INTERNATIONAL TRADING, INCLUDING ALCOHOLIC BEVERAGES",MANAGEMENT CONSULTANCY SERVICES,CONSULTING SERVICES FOR DEVELOPMENT OF INTERNATIONAL TRADE
MY,red land group,"('red planet group', 86.66666666666667, 547437)",red planet group,86.66666666666667,"WHOLESALE OF MUSIC AND VIDEO RECORDINGS (E.G. DVDS, BLU-RAY DISCS)","WHOLESALE OF RECORD ALBUMS, LASER DISCS AND COMPACT DISCS (INCLUDE VCD & DVD)",na,na
JP,asumirai co.,"('aspira co.', 81.81818181818181, 343578)",aspira co.,81.81818181818181,WHOLESALE OF METALS AND METAL ORES (EG STEEL PIPES) EXCEPT GENERAL HARDWARE,na,"OTHER PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES N.E.C.",na
SG,trinexis consultants,"('trinexis consultants', 100.0, 80173)",trinexis consultants,100.0,MANAGEMENT CONSULTANCY SERVICES,na,TRAINING COURSES N.E.C.,na
SG,law practice,"('law practice', 100.0, 380584)",law practice,100.0,LEGAL ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),na,na,na
SG,perfect pitch,"('perfect pitch', 100.0, 133714)",perfect pitch,100.0,RETAIL SALE OF MUSICAL INSTRUMENTS AND SCORES,na,"TRAINING COURSES FOR MUSIC, DANCING, ART, SPEECH AND DRAMA",na
SG,central singapore community development council,"('caritas singapore community council limited', 77.77777777777779, 386228)",caritas singapore community council limited,77.77777777777779,COMMUNITY DEVELOPMENT COUNCILS AND GRASSROOTS ORGANISATIONS,na,"SOCIAL SERVICES WITHOUT ACCOMMODATION FOR CHILDREN, YOUTH AND FAMILIES N.E.C.",na
SG,r2 concepts,"('r2 concepts', 100.0, 60452)",r2 concepts,100.0,INTERIOR DESIGN SERVICES,na,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na
SG,brewin ventures,"('brewin ventures', 100.0, 207830)",brewin ventures,100.0,OTHER SPECIALISED DESIGN ACTIVITIES N.E.C.,na,na,na
SG,tomo-cse autotrim,"('tomo-cse autotrim', 100.0, 70464)",tomo-cse autotrim,100.0,"MANUFACTURE OF SADDLERY, HARNESS AND ARTICLES OF LEATHER N.E.C. (EG COIN PURSES, KEY CASES)","TRADING OF NEW AND USED VEHICLES, AUTOMOTIVE PARTS AND ACCESSORIES",RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,WHOLESALE OF PARTS AND ACCESSORIES FOR VEHICLES
SG,yi qiang trading,"('qing ye trading', 90.32258064516128, 47309)",qing ye trading,90.32258064516128,WHOLESALE OF FRUITS AND VEGETABLES (INCLUDING FRESH AND FROZEN),na,na,na
SG,prime deli,"('hdi prime', 84.21052631578947, 521159)",hdi prime,84.21052631578947,OTHER HOLDING COMPANIES,na,MANAGEMENT CONSULTANCY SERVICES,na
GB,host student housing limited,"('house hung private limited', 70.37037037037037, 514078)",house hung private limited,70.37037037037037,RETAIL SALE OF JEWELLERY MADE FROM PRECIOUS METALS AND STONES,na,OTHER HOLDING COMPANIES,na
SG,green land maintenance management,"('green land maintenance management', 100.0, 589679)",green land maintenance management,100.0,BUILDING CONSTRUCTION N.E.C.,na,RENOVATION CONTRACTORS,na
PH,amisa private residences condominium corporation,"('regents public accounting corporation', 63.52941176470588, 51790)",regents public accounting corporation,63.52941176470588,ACCOUNTING AND AUDITING SERVICES (EXCLUDING ONLINE MARKETPLACES),na,MANAGEMENT CONSULTANCY SERVICES,na
SG,wilby estate international,"('wilby estate international', 100.0, 14606)",wilby estate international,100.0,REAL ESTATE DEVELOPERS,PROPERTY MAINTENANCE,REAL ESTATE ACTIVITIES ON A FEE OR COMMISSION BASIS N.E.C. (EXCLUDING ONLINE MARKETPLACES),"MARKETING, LEASING OF PROPERTIES & MARKET RESEARCH ETC"
SG,durian garden,"('durian garden', 100.0, 93508)",durian garden,100.0,RETAIL SALE OF FRUITS AND VEGETABLES,na,WHOLESALE OF FRUITS AND VEGETABLES (INCLUDING FRESH AND FROZEN),na
SG,oom,"('oom', 100.0, 252786)",oom,100.0,MANAGEMENT CONSULTANCY SERVICES,"CONSULTATION,TRAINING AND MENTORSHIP TO START INTERNET BUSINESSES",RESEARCH AND EXPERIMENTAL DEVELOPMENT ON ELECTRONICS (EXCLUDING MEDICAL SCIENCE),na
SG,green employment,"('green employment', 100.0, 584249)",green employment,100.0,DOMESTIC WORKER EMPLOYMENT PLACEMENT AGENCIES (EXCLUDING ONLINE MARKETPLACES),MAID AND EMPLOYMENT AGENCY,EMPLOYMENT AGENCIES (EXCLUDING DOMESTIC WORKER EMPLOYMENT PLACEMENT AGENCIES AND ONLINE MARKETPLACES),"RECRUITMENT AND SUPPLY OF FOREIGN WORKER, MANPOWER, AND PLACEMENT SERVICE"
SG,sqs private limited,"('sqs private limited', 100.0, 308336)",sqs private limited,100.0,FITNESS CENTRES AND GYMNASIUMS,na,na,na
SG,goodhill enterprise,"('goodhill enterprise', 100.0, 570462)",goodhill enterprise,100.0,"MANUFACTURE OF WOODEN WINDOW, DOOR AND OTHER MILLWORK, EXCEPT PREFABRICATED WOODEN BUILDING STRUCTURES",SALE / MANUFACTURE AND INSTALL OF DOORS AND FLOORING / DECKING PRODUCTS,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na
SG,chubb insurance singapore limited,"('chubb insurance singapore limited', 100.0, 384065)",chubb insurance singapore limited,100.0,"GENERAL INSURANCE (EXCEPT MARINE AND IMPORT, EXPORT & CREDIT INSURANCE)-",GENERAL INSURANCE,na,na
SG,pricewaterhousecoopers,"('pricewaterhousecoopers', 100.0, 153959)",pricewaterhousecoopers,100.0,ACCOUNTING AND AUDITING SERVICES (EXCLUDING ONLINE MARKETPLACES),na,MANAGEMENT CONSULTANCY SERVICES,na
SG,top gun events,"('top gun events', 100.0, 542212)",top gun events,100.0,EVENT/CONCERT ORGANISERS,MASTER OF CEREMONIES,na,MASTER OF CEREMONIES
SG,bespoke habitat,"('bespoke habitat', 100.0, 202945)",bespoke habitat,100.0,"RESIDENTIAL (OTHER THAN TOWN COUNCILS), COMMERCIAL AND INDUSTRIAL REAL ESTATE MANAGEMENT",na,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na
SG,fortis law,"('forte law', 84.21052631578947, 33592)",forte law,84.21052631578947,LEGAL ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),LEGAL ACTIVITIES,na,na
SG,design cube,"('j cube design', 91.66666666666666, 286786)",j cube design,91.66666666666666,ART AND GRAPHIC DESIGN SERVICES,na,na,na
MY,feeko builders design,"('deva design builders', 82.92682926829268, 94823)",deva design builders,82.92682926829268,MANUFACTURE OF SIGNS AND ADVERTISING DISPLAYS (INCLUDING NEON-LIGHTING),na,GENERAL CONTRACTORS (BUILDING CONSTRUCTION INCLUDING MAJOR UPGRADING WORKS),na
SG,closet full bags,"('closet full bags', 100.0, 401007)",closet full bags,100.0,RETAIL SALE OF CLOTHING FOR ADULTS,na,"WHOLESALE OF BAGS, LUGGAGE AND TRAVEL ACCESSORIES",na
SG,verita quantum health,"('quantum health services', 81.81818181818181, 48490)",quantum health services,81.81818181818181,MANAGEMENT CONSULTANCY SERVICES N.E.C.,"PROVIDE ADMINISTRATIVE, CONSULTING & MANAGEMENT SERVICES",na,na
SG,rentokil,"('rento', 76.92307692307692, 57416)",rento,76.92307692307692,RETAIL SALE OF SECOND-HAND GOODS IN STORES,na,"RETAIL SALE OF COMPUTER HARDWARE (INCLUDING HANDHELD COMPUTERS) AND PERIPHERAL EQUIPMENT, AND COMPUTER SOFTWARE (EXCEPT GAMES AND CYBERSECURITY HARDWARE AND SOFTWARE)",na
US,troutman pepper hamilton sanders,"('sanderstrothmann asia', 64.15094339622642, 321596)",sanderstrothmann asia,64.15094339622642,TECHNICAL TESTING AND ANALYSIS SERVICES (INCLUDING CERTIFICATION OF PRODUCTS AND SERVICES),na,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON NATURAL SCIENCES N.E.C.,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON NATURAL SCIENCES
SG,marquis furniture gallery,"('marquis furniture gallery', 100.0, 445563)",marquis furniture gallery,100.0,"WHOLESALE OF FURNITURE (INCLUDING MATTRESSES, CUSHIONS)",na,WHOLESALE ON A FEE OR COMMISSION BASIS (EXCLUDING ONLINE MARKETPLACES),na
SG,aqua dolphin maintenance engineering services,"('aqua dolphin maintenance engineering services', 100.0, 340004)",aqua dolphin maintenance engineering services,100.0,GENERAL CONTRACTORS (NON-BUILDING CONSTRUCTION),GENERAL CONTRACTORS (NON-BUILDING CONSTRUCTION),na,na
SG,urban active fitness,"('active global fitness', 82.92682926829268, 346531)",active global fitness,82.92682926829268,TRAINING COURSES FOR SPORTS AND GAMES,na,RETAIL SALE OF CLOTHING FOR ADULTS,na
SG,new stage food,"('new stage food', 100.0, 500982)",new stage food,100.0,CAFES,na,na,na
SG,richard leong transport service,"('richard leong transport service', 100.0, 64956)",richard leong transport service,100.0,CHARTERED BUS SERVICES (INCLUDING SCHOOL BUSES),na,na,na
MY,wong shi hui,"('qiu hui wong', 83.33333333333334, 48039)",qiu hui wong,83.33333333333334,"FOOD COURTS, COFFEE SHOPS AND CANTEENS (WITH MAINLY FOOD AND BEVERAGE INCOME)",na,na,na
SG,n8 trading,"('n8 trading', 100.0, 499102)",n8 trading,100.0,WHOLESALE OF ELECTRONIC COMPONENTS,TRADING AND RETAILING OF ELECTRONIC GOODS,na,na
SG,chew vision design,"('chew vision design', 100.0, 392036)",chew vision design,100.0,INTERIOR DESIGN SERVICES,na,RENOVATION CONTRACTORS,na
SG,seth abel,"('ps label', 70.58823529411764, 138433)",ps label,70.58823529411764,FASHION (INCLUDING ACCESSORIES) DESIGN SERVICES,"SALE OF SELF-DESIGNED FASHION APPAREL, LIFESTYLE PRODUCTS AND STATIONARIES",RETAIL SALE OF CLOTHING FOR ADULTS,SALES OF IMPORTED OR MANUFACTURED APPAREL
SG,lifestream group,"('lifestream group', 100.0, 421849)",lifestream group,100.0,RETAIL SALE OF HEALTH SUPPLEMENTS,"SALES OF FUNCTIONAL HEALTH FOOD & SUPPLEMENTS, BEAUTY SUPPLEMENTS & SKINCARE",WHOLESALE OF HEALTH SUPPLEMENTS,"DISTRIBUTION OF HEALTH FOOD & SUPPLEMENTS, BEAUTY SUPPLEMENTS & SKINCARE"
SG,aa1 solutions,"('aa1 solutions', 100.0, 341437)",aa1 solutions,100.0,MANAGEMENT CONSULTANCY SERVICES,na,na,na
SG,private practice,"('private practice', 100.0, 85105)",private practice,100.0,OTHER HEALTH SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),na,na,na
SG,singapore polytechnic,"('moltech singapore', 84.21052631578947, 465786)",moltech singapore,84.21052631578947,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na,COLLECTION OF WASTE,USED COOKING OIL COLLECTORS
SG,airhorse equine services,"('airhorse equine services', 100.0, 344009)",airhorse equine services,100.0,FREIGHT TRANSPORT ARRANGEMENT,EQUINE TRANSPORT AND LOGISTICS SERVICE PROVIDER,MANAGEMENT CONSULTANCY SERVICES,EQUINE MANAGEMENT SUPPORT SERVICES
SG,zin air-con engineering,"('zin air-con engineering', 100.0, 297239)",zin air-con engineering,100.0,"MANUFACTURE AND REPAIR OF REFRIGERATING, AIR-CONDITIONING AND VENTILATING MACHINERY AND EQUIPMENT EXCEPT HOUSEHOLD REFRIGERATORS",na,"INSTALLATION OF PLUMBING, HEATING (NON-ELECTRIC) AND AIR-CONDITIONING SYSTEMS",na
SG,music scientist f.k.a little sparks,"('little music notes', 60.37735849056604, 443708)",little music notes,60.37735849056604,"TRAINING COURSES FOR MUSIC, DANCING, ART, SPEECH AND DRAMA",na,na,na
SG,mv credit,"('mv credit', 100.0, 445886)",mv credit,100.0,OTHER CREDIT AGENCIES N.E.C. (EG MOTOR FINANCE),na,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,SALES OF NEW & USED MOTOR VEHICLES
PH,makati san antonio residence condominium association inc,"('association anti virus asia researchers limited', 58.252427184466015, 360107)",association anti virus asia researchers limited,58.252427184466015,ACTIVITIES OF BUSINESS AND EMPLOYERS' MEMBERSHIP ORGANISATIONS,EDUCATE & CREATE AWARENESS TO PREVENT SPREAD & DAMAGE CAUSED BY COMPUTER VIRUS,TECHNICAL TESTING AND ANALYSIS SERVICES (INCLUDING CERTIFICATION OF PRODUCTS AND SERVICES),na
SG,accountsavvy,"('accountsavvy', 100.0, 350537)",accountsavvy,100.0,BOOK-KEEPING SERVICES (EXCLUDING ONLINE MARKETPLACES),na,MANAGEMENT CONSULTANCY SERVICES N.E.C.,na
SG,wine culture,"('wine culture', 100.0, 14769)",wine culture,100.0,RETAIL SALE OF BEVERAGES,na,"SPECIALISED STORAGE N.E.C. (E.G. WINE WAREHOUSING, DOCUMENT STORAGE AND WAREHOUSING)",WINE STORAGE
SG,sg defectscan,"('sg defectscan', 100.0, 316294)",sg defectscan,100.0,GENERAL BUILDING ENGINEERING DESIGN AND CONSULTANCY SERVICES,DEFECTS CONSULTANCY,BUILDING CONSTRUCTION N.E.C.,DEFECTS INSPECTIONS AND MINOR CONSTRUCTION
SG,coe marketing,"('coe marketing', 100.0, 382264)",coe marketing,100.0,INFORMATION TECHNOLOGY CONSULTANCY (EXCEPT CYBERSECURITY),INFORMATION TECHNOLOGY AND DOCUMENT SOLUTIONS CONSULTANCY.,RENTING OF OFFICE MACHINERY AND EQUIPMENT,SALE/RENT/LEASE OF OFFICE MULTIFUNCTION COPIER/PRINTER/FAX/SCANNER
SG,bike butler,"('bike bunker', 81.81818181818181, 218206)",bike bunker,81.81818181818181,REPAIR OF BICYCLES AND TRICYCLES,REAPIR  BICYCLES AND COMPONENTS,"MANUFACTURE AND ASSEMBLY OF BICYCLES, TRICYCLES, TRISHAWS AND INVALID CARRIAGES (INCLUDING PARTS AND ACCESSORIES)",REAPIR  BICYCLES AND COMPONENTS
MY,badan pengurusan bersama light collection,"('ana b collections private limited', 62.16216216216216, 342342)",ana b collections private limited,62.16216216216216,RETAIL SALE OF CHILDREN AND INFANTS' CLOTHING (INCLUDING PRODUCTS AND ACCESSORIES FOR INFANTS),RETAIL OF CHILDREN ACCESSORIES,na,na
SG,etonhouse pre school,"('etonhouse pre-school', 95.0, 168615)",etonhouse pre-school,95.0,CHILD CARE SERVICES FOR PRE-SCHOOL CHILDREN (INCLUDING INFANT CARE SERVICES),CHILD CARE SERVICES,na,na
SG,x lab pro,"('x lab pro', 100.0, 241350)",x lab pro,100.0,TRAINING COURSES FOR SPORTS AND GAMES,na,na,na
SG,buddy sports,"('sports buddy', 100.0, 8695)",sports buddy,100.0,INFORMATION TECHNOLOGY CONSULTANCY (EXCEPT CYBERSECURITY),na,INFORMATION TECHNOLOGY CONSULTANCY (EXCEPT CYBERSECURITY),WEB 2.0 PORTAL
SG,solar airconditioning,"('stl air conditioning', 87.8048780487805, 223584)",stl air conditioning,87.8048780487805,"INSTALLATION OF PLUMBING, HEATING (NON-ELECTRIC) AND AIR-CONDITIONING SYSTEMS","AIRCON INSTALLATION, MAINTENANCE / SERVICING / REPAIR",RENOVATION CONTRACTORS,"AIRCON INSTALLATION, MAINTENANCE / SERVICING / REPAIR"
SG,premium automobiles,"('premium automobiles', 100.0, 129076)",premium automobiles,100.0,RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,na,REPAIR AND MAINTENANCE OF MOTOR VEHICLES (INCLUDING INSTALLATION OF PARTS & ACCESSORIES),na
IN,laddoo wala,"('aladdin halal food', 68.96551724137932, 336631)",aladdin halal food,68.96551724137932,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,WHOLESALE & RETAIL SALE OF PROVISION ITEMS,na,na
HK,asian muse limited,"('asia uds limited', 88.23529411764706, 364763)",asia uds limited,88.23529411764706,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na,"IMPORT, EXPORT AND CREDIT INSURANCE",na
SG,staccato,"('staccato', 100.0, 164023)",staccato,100.0,"TRAINING COURSES FOR MUSIC, DANCING, ART, SPEECH AND DRAMA",na,na,na
SG,saga coaching singapore,"('saga coaching singapore', 100.0, 221946)",saga coaching singapore,100.0,ACTIVITIES OF SPORTS CLUBS/ASSOCIATIONS AND RELATED ACTIVITIES,PROVIDE COACHING SOLUTIONS TO GOVT SCHOOLS IN SINGAPORE(ATHLETICS ETC),MANAGEMENT CONSULTANCY SERVICES,PROVIDE COACHING SOLUTIONS TO GOVT SCHOOLS IN SINGAPORE(ATHLETICS ETC)
MY,c c chung gynaecology assisted reproduction,"('centre assisted reproduction', 70.4225352112676, 384924)",centre assisted reproduction,70.4225352112676,CLINICS AND OTHER GENERAL MEDICAL SERVICES (WESTERN),na,SPECIALISED MEDICAL SERVICES (INCLUDING DAY SURGICAL CENTRES),na
SG,fitness international federation,"('fitness international federation', 100.0, 34007)",fitness international federation,100.0,ACTIVITIES OF SPORTS CLUBS/ASSOCIATIONS AND RELATED ACTIVITIES,na,"MANUFACTURE OF SPORTING AND ATHLETIC GOODS (INCLUDING GYM, DIVING AND UNDERWATER EQUIPMENT)",na
SG,lee heng garden,"('lee heng garden', 100.0, 431842)",lee heng garden,100.0,SITE PREPARATION N.E.C.,CONSTRUCTION-RELATED LANDSCAPING WORKS,"LANDSCAPE PLANTING, CARE AND MAINTENANCE SERVICE ACTIVITIES (EG GARDEN INSTALLATION AND MAINTENANCE, GRASS CUTTING, TREE FELLING, PRUNING)",na
SG,air-con engineering,"('air-con engineering', 100.0, 451)",air-con engineering,100.0,"INSTALLATION OF PLUMBING, HEATING (NON-ELECTRIC) AND AIR-CONDITIONING SYSTEMS",na,OTHER CONSTRUCTION INSTALLATION N.E.C.,na
SG,toot hoot flute,"('toot hoot flute', 100.0, 488527)",toot hoot flute,100.0,"TRAINING COURSES FOR MUSIC, DANCING, ART, SPEECH AND DRAMA",na,"DRAMATIC ARTS, MUSIC AND OTHER ARTS PRODUCTION-RELATED ACTIVITIES N.E.C. (EG STAGE, LIGHTING AND SOUND SERVICES)",na
SG,jiaxing holdings,"('jiaxing holdings', 100.0, 275611)",jiaxing holdings,100.0,"INSTALLATION OF PLUMBING, HEATING (NON-ELECTRIC) AND AIR-CONDITIONING SYSTEMS","REPAIR & SERVICING AIR-CON, AIR-CON SUPPLY",WHOLESALE OF HOUSEHOLD ELECTRICAL APPLIANCES AND EQUIPMENT (INCLUDING HOUSEHOLD AIR-CONDITIONERS),na
SG,pc kaki,"('pc kaki', 100.0, 136407)",pc kaki,100.0,"RETAIL SALE OF COMPUTER HARDWARE (INCLUDING HANDHELD COMPUTERS) AND PERIPHERAL EQUIPMENT, AND COMPUTER SOFTWARE (EXCEPT GAMES AND CYBERSECURITY HARDWARE AND SOFTWARE)",na,"REPAIR AND MAINTENANCE OF COMPUTER HARDWARE, DATA PROCESSING EQUIPMENT AND COMPUTER PERIPHERALS",na
SG,dzire media,"(""d'zire media"", 95.65217391304348, 90344)",d'zire media,95.65217391304348,ADVERTISING ACTIVITIES,na,"PUBLISHING OF JOURNALS, PERIODICALS AND MAGAZINES",na
SG,hometeamns,"('tan home', 77.77777777777779, 84681)",tan home,77.77777777777779,"BEAUTY SALONS AND SPAS (INCLUDING SLIMMING, SKIN CARE AND HAIR CARE CENTRES)",na,BEAUTY AND OTHER PERSONAL CARE SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),na
SG,chambers consultants,"('chambers consultants', 100.0, 383170)",chambers consultants,100.0,MANAGEMENT CONSULTANCY SERVICES,TRAINING CONSULTANTS,na,na
SG,pique lab,"('pique lab', 100.0, 80225)",pique lab,100.0,EDUCATIONAL SUPPORT SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),PRIMARY SCHOOL SCIENCE ENRICHMENT AND TRAINING WORKSHOPS FOR PARENTS,na,na
SG,arsenal singapore club,"('rlclub singapore', 84.21052631578947, 55005)",rlclub singapore,84.21052631578947,ADVERTISING ACTIVITIES,na,na,na
SG,home decor furnishing,"('home decor furnishing', 100.0, 535315)",home decor furnishing,100.0,"MANUFACTURE OF CURTAINS, PILLOW CASES, BED SHEETS AND BED SPREADS",LAUNDRY,LAUNDRY AND DRY CLEANING SERVICES EXCEPT SELF-OPERATED LAUNDRIES,LAUNDRY
SG,iprint express,"('iprint express', 100.0, 561182)",iprint express,100.0,"PRINTING OF PERIODICALS, BOOKS AND MAGAZINES",na,"MANUFACTURE OF CARDS, ENVELOPES AND STATIONERY, UNPRINTED",na
KR,openhan co,"('phian co', 77.77777777777779, 144537)",phian co,77.77777777777779,WHOLESALE OF ADULTS' CLOTHING,na,na,na
SG,swift ascent company,"('swift ascent company', 100.0, 479000)",swift ascent company,100.0,CHARTERED BUS SERVICES (INCLUDING SCHOOL BUSES),na,FREIGHT TRANSPORT ARRANGEMENT,na
SG,mindchamps chinese preschool cecil st,"('mindchamps chinese preschool cecil st', 100.0, 454831)",mindchamps chinese preschool cecil st,100.0,CHILD CARE SERVICES FOR PRE-SCHOOL CHILDREN (INCLUDING INFANT CARE SERVICES),CHILD CARE PRESCHOOL,na,na
SG,music salon emmanue,"('music salon emmanuel', 97.43589743589743, 471206)",music salon emmanuel,97.43589743589743,"DRAMATIC ARTS, MUSIC AND OTHER ARTS PRODUCTION-RELATED ACTIVITIES N.E.C. (EG STAGE, LIGHTING AND SOUND SERVICES)",na,na,na
SG,sonderstudios,"('sonderstudiossg', 92.85714285714286, 222024)",sonderstudiossg,92.85714285714286,"PRODUCTION OF ADVERTISEMENTS, CORPORATE VIDEOS AND EVENT VIDEOS",CORPORATE VIDEO & EVENT VIDEO COVERAGE,na,CORPORATE VIDEO & EVENT VIDEO COVERAGE
SG,apac system,"('apac system', 100.0, 332322)",apac system,100.0,WHOLESALE OF COMPUTER HARDWARE AND PERIPHERAL EQUIPMENT (EXCEPT CYBERSECURITY RELATED HARDWARE AND PERIPHERAL EQUIPMENT),na,INFORMATION TECHNOLOGY CONSULTANCY (EXCEPT CYBERSECURITY),na
SG,erstudio,"('erstudio', 100.0, 174986)",erstudio,100.0,INTERIOR DESIGN SERVICES,na,FURNITURE DESIGN SERVICES,na
ID,naeny bdn dream e,"('dance dreamery', 64.51612903225806, 100268)",dance dreamery,64.51612903225806,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,"WHOLESALE AND RETAIL TRADE OF DANCEWEAR, COSTUMES, FOOTWEAR, AND MERCHANDISE",na,na
SG,celsius equipment,"('celsius equipment', 100.0, 383336)",celsius equipment,100.0,WHOLESALE OF SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES (EG BEAUTY SALON EQUIPMENT),na,BUILDING CONSTRUCTION N.E.C.,"SUPPLY, FABRICATE & INSTALLATION OF METAL WORKS"
SG,top taekwondo academy hq,"('top taekwondo academy hq', 100.0, 83669)",top taekwondo academy hq,100.0,ACTIVITIES OF SPORTS CLUBS/ASSOCIATIONS AND RELATED ACTIVITIES,na,na,na
SG,yeo associates,"('yeo associates', 100.0, 246627)",yeo associates,100.0,LEGAL ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),PROVISION OF LEGAL SERVICES,OTHER PERSONAL SERVICE ACTIVITIES N.E.C. (EXCLUDING ONLINE MARKETPLACES),na
SG,etch bolts lte,"('etch bolts', 83.33333333333334, 175242)",etch bolts,83.33333333333334,"RETAIL SALE OF FURNITURE (INCLUDING MATTRESSES, CUSHIONS)",SELLING OF FURNITURE AND PROVIDING PRODUCT DESIGN SERVICES,na,na
SG,sustainability collective,"('sustainability collective', 100.0, 320837)",sustainability collective,100.0,WHOLESALE TRADE OF A VARIETY OF GOODS WITHOUT A DOMINANT PRODUCT,na,na,na
SG,kith engineering,"('kith engineering', 100.0, 127073)",kith engineering,100.0,JOINERY AND OTHER WOODWORKS (EG LAMINATED OR PARQUET FLOORING),FLOORING,PAINTING AND DECORATING,na
SG,dt pictures,"('dt pictures', 100.0, 103807)",dt pictures,100.0,PHOTOGRAPHIC ACTIVITIES,WEDDING AND EVENT PHOTOGRAPHY SERVICES,"PRODUCTION OF ADVERTISEMENTS, CORPORATE VIDEOS AND EVENT VIDEOS",WEDDING AND EVENT PHOTOGRAPHY SERVICES
SG,fp prestige,"('fp prestige', 100.0, 43158)",fp prestige,100.0,OTHER PERSONAL SERVICE ACTIVITIES N.E.C. (EXCLUDING ONLINE MARKETPLACES),na,na,na
SG,puricare solutions,"('puricare solutions', 100.0, 133599)",puricare solutions,100.0,REPAIR AND MAINTENANCE OF OFFICE MACHINERY AND EQUIPMENT,28172,"MANUFACTURE OF SANITARY TOWELS, TOILET PAPER, PAPER TOWELS, DISPOSABLE DIAPERS AND RELATED PAPER PRODUCTS",na
SG,singapore wine vault,"('singapore wine vault', 100.0, 298313)",singapore wine vault,100.0,"SPECIALISED STORAGE N.E.C. (E.G. WINE WAREHOUSING, DOCUMENT STORAGE AND WAREHOUSING)",na,na,na
SG,natural cool airconditioning engineering,"('natural cool airconditioning engineering', 100.0, 497560)",natural cool airconditioning engineering,100.0,"WHOLESALE OF LIFTS, ESCALATORS AND INDUSTRIAL AND OFFICE AIR-CONDITIONING EQUIPMENT",TRADING & SUPPLY OF AIR-CON OF ALL KINDS & PARTS INCLDG MFG OF AIR-CON DUCTS,"INSTALLATION OF PLUMBING, HEATING (NON-ELECTRIC) AND AIR-CONDITIONING SYSTEMS","INSTALLATION, REPAIR AND MAINTENANCE OF AIR-CON OF ALL KINDS"
SG,freyafilms,"('freyafilms', 100.0, 30828)",freyafilms,100.0,"PRODUCTION OF ADVERTISEMENTS, CORPORATE VIDEOS AND EVENT VIDEOS",na,OTHER BUSINESS SUPPORT SERVICE ACTIVITIES (E.G. ADMINISTRATION OF LOYALTY PROGRAMMES),na
SG,circular law chambers,"('circular law chambers', 100.0, 419087)",circular law chambers,100.0,LEGAL ACTIVITIES (EXCLUDING ONLINE MARKETPLACES),na,na,na
AE,slicky media web-design est,"('sky vision media', 60.46511627906976, 162403)",sky vision media,60.46511627906976,"MOVIE, VIDEO, TELEVISION AND OTHER PROGRAMME POST-PRODUCTION ACTIVITIES (INCLUDING REMASTERING)",na,MOVIE PROJECTION ACTIVITIES (INCLUDING CINEMAS),"OTHER MOTION PICTURE, VIDEO AND TELEVISION RELATED ACTIVITIES"
SG,meng gallery,"('meng gallery', 100.0, 472311)",meng gallery,100.0,WHOLESALE OF ANTIQUES AND WORKS OF ART,na,RETAIL SALE OF ANTIQUES AND WORKS OF ART,na
SG,curtains design specialist,"('curtains design specialist', 100.0, 485332)",curtains design specialist,100.0,"RETAIL SALE OF FURNISHINGS (EG CURTAINS, CARPETS, PILLOW CASES)",na,RENOVATION CONTRACTORS,na
