,DWH_CARDUP_PAYMENT_ID,CARDUP_PAYMENT_CUSTOMER_COMPANY_ID,CARDUP_PAYMENT_SUCCESS_AT_UTC_TS,CARDUP_PAYMENT_PAYEE_NAME,CARDUP_PAYMENT_PAYMENT_TYPE,CARDUP_PAYMENT_SCHEDULE_TYPE,CARDUP_PAYMENT_USD_AMT,CARDUP_PAYMENT_NET_REVENUE_USD_AMT,CARDUP_PAYMENT_TOTAL_REVENUE_USD_AMT,PAYEE_NAME_WITH_SPACES,tokens,tokens_corpus
3220,c04e29bd64c523bb2413691f186c34e5,,2024-02-06 04:18:15,119169_Novel Haven Pte Ltd,Misc,recurring,341.271,1.706355,6.3173054, novel haven  ,['novel'],novel
3221,55422bb0eb6aecb9f654878e89c56868,,2024-02-13 04:03:02,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
3231,136875ea3ed297a55b57add1b82d0bcb,,2024-10-08 04:29:41,237650_KK Women's and Children's Hospital Pte Ltd,Misc,recurring,758.38,4.0118302,14.03003, kk womens and childrens hospital  ,"['kk', 'womens', 'childrens', 'hospital']",kk womens childrens hospital
3238,7c23efd2e7a56cb019645522e088999a,,2024-05-28 04:09:56,47217_GENIUS SCHOOL HOUSE,Misc,recurring,379.19,1.9035338,7.015015, genius school house,"['genius', 'school', 'house']",genius school house
3241,fe9776811f9d2b30c1413a7e2c7015ee,,2023-10-09 10:00:47,61353_THE TANGLIN CLUB,Misc,recurring,370.961577,1.820112,6.863339, the tanglin club,"['tanglin', 'club']",tanglin club
3252,c15e0188adb02e8fd93b9c4729b582bd,,2024-10-17 04:10:10,194258_Tanglin Club,Misc,recurring,189.595,0.7887152,3.41271, tanglin club,"['tanglin', 'club']",tanglin club
3259,a78acb717c39ad892c36ec3123488572,,2024-04-15 04:01:04,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
3266,e68eccf3379505a34fa83c2ca499619a,,2023-11-23 04:07:04,140159_EXXONMOBIL ASIA PACIFIC PTE LTD,Misc,recurring,340.8766424,-0.37919,6.3097216, exxonmobil asia pacific  ,"['exxonmobil', 'asia', 'pacific']",exxonmobil asia pacific
3278,2b3e9273b0cf3cc3866047734c585fce,,2024-05-27 04:10:23,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,2275.14,12.0658258,42.09009, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
3279,690e8cd05cb9dc14ae17a31516e6f627,,2024-02-26 07:00:33,112839_ORIX Leasing Singapore Limited,Misc,recurring,851.433226,-0.7659638,15.7515526, orix leasing  ,"['orix', 'leasing']",orix leasing
3284,b1004289f146a779ddc05aae9a4186eb,,2023-11-22 04:03:10,140576_RAFFLES TOWN CLUB PTE LTD,Misc,recurring,98.286048,0.2047626,1.6229332, raffles town club  ,"['raffles', 'town', 'club']",raffles town club
3285,cbf74fe59c41905d173edaa3a3a534fc,,2024-08-12 04:12:43,199891_Ministry of Manpower,Misc,recurring,227.514,1.1148186,4.209009, ministry of manpower,"['ministry', 'manpower']",ministry manpower
3286,b91e462c77588d3dc66384c78f41ac7b,,2024-03-26 04:24:45,153205_Allianz Care Counselling Pte Ltd,Misc,recurring,204.7626,0.9707264,3.7919, allianz care counselling  ,"['allianz', 'care', 'counselling']",allianz care counselling
3287,59e552e48e49340e2ae71cb871a1b109,,2024-08-27 04:45:52,29483_EAST COAST - FENGSHAN TOWN COUNCIL,Misc,recurring,82.28423,0.3261034,1.5243438, east coast  fengshan town council,"['east', 'coast', 'fengshan', 'town', 'council']",east coast fengshan town council
3297,8c9df2d068a62b919d97a50bc28ab423,,2024-02-20 04:27:30,168191_P & C Maintenance Services Pte. Ltd,Misc,recurring,63.70392,0.7507962,2.578492, p  c maintenance services  ,"['p', 'c', 'maintenance', 'services']",p c maintenance services
3302,2c6cbcfb8eb073075ceb555519852963,,2023-10-03 04:05:40,124923_Staccato! Pte Ltd,Misc,recurring,155.4679,1.0389806,3.3444558, staccato  ,['staccato'],staccato
3305,0e7aced01a85e2fa806a552b0441617b,,2024-02-27 04:14:24,90645_MOUNT PRAJNA LTD.,Misc,recurring,182.0112,0.5763688,3.0941904, mount prajna ,"['mount', 'prajna']",mount prajna
3306,2db76f144701e571b22a0615060d27de,,2024-06-26 15:03:32,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5071.7648394,15.0614268,81.14666, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
3311,b2cad8c17869e6b7fcf16d7551527a92,,2024-04-09 04:03:57,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,10.9510072,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
3312,7f68d2c1ec18d1bf3f62bf40d662a6d1,,2024-01-02 04:04:50,90643_NIRVANA MEMORIAL GARDEN Pte. Ltd.,Misc,recurring,232.82266,1.1224024,4.3075984, nirvana memorial garden  ,"['nirvana', 'memorial', 'garden']",nirvana memorial garden
3322,9c71d27531dee4095e632984ae9ec4d7,,2024-04-08 04:00:08,14819_AUNTIE ZENNY ENTERPRISE,Misc,recurring,189.056246848,0.77974811488,2.6463518424, auntie zenny enterprise,"['auntie', 'zenny', 'enterprise']",auntie zenny enterprise
3323,23cf6502db5b3ea9bae0f71cbd59368a,,2024-10-11 07:04:03,197078_Helian Services (Pte.) (Ltd.),Misc,recurring,379.19,1.9414528,7.015015, helian services  ,"['helian', 'services']",helian services
3325,381a4409912c7e9dfc844cd339a3586e,,2024-03-25 04:13:22,148835_Surge Plus Pte Ltd,Misc,recurring,477.7794,2.4343998,8.8427108, surge plus  ,"['surge', 'plus']",surge plus
3339,0d8f148b1abeb1ebb2d25ad529a93729,,2024-06-25 04:04:46,125533_Jalan Besar Town Council,Misc,recurring,49.598052,0.1440922,0.9176398, jalan besar town council,"['jalan', 'besar', 'town', 'council']",jalan besar town council
3340,9fdfe0ea5db72d528a41f0fccc6767cc,,2024-10-01 04:25:51,226991_NASAR VENTURES,Misc,recurring,2654.33,14.371301,49.105105, nasar ventures,"['nasar', 'ventures']",nasar ventures
3342,c4dfd2bf23d39a44d03a78fa87e20a7b,,2024-09-30 15:00:54,236651_SG International Solutions Pte. Ltd.,Misc,recurring,4739.875,23.4263582,85.31775, sg international solutions  ,"['sg', 'international', 'solutions']",sg international solutions
3352,7161dc6939c2052594930096f80cd7e9,,2023-11-21 04:19:55,130036_Delgrow Automotive,Misc,recurring,379.19,0.9555588,9.85894, delgrow automotive,"['delgrow', 'automotive']",delgrow automotive
3356,97bded499ffa3753a31e53088926df13,,2024-03-26 04:10:11,161708_Big One Transport Service,Misc,recurring,250.2654,-0.2806006,5.6347634, big one transport service,"['big', 'one', 'transport', 'service']",big one transport service
3363,53888153eede24f8c94441263d509d9e,,2024-07-30 04:08:04,185696_SF Holdings One Ptd Ltd,Misc,recurring,148.301209,0.606704,2.6694976, sf holdings one ptd ,"['sf', 'holdings', 'one', 'ptd']",sf holdings one ptd
3369,3dadd05631f889c1148466c8a252b777,,2024-05-13 04:07:01,197078_Helian Services (Pte.) (Ltd.),Misc,recurring,303.352,1.4940086,5.612012, helian services  ,"['helian', 'services']",helian services
3377,2059e58967a4274bcc8f2a847b3e8989,,2024-06-12 04:01:31,90657_Punggol-Northshore Drive Learning Centre,Misc,recurring,386.7738,1.4105868,6.5751546, punggolnorthshore drive learning centre,"['punggolnorthshore', 'drive', 'learning', 'centre']",punggolnorthshore drive learning centre
3378,a3adc9e31f0e2e6a5a716347f4698ae6,,2024-10-18 04:02:35,173046_SEMBAWANG TOWN COUNCIL,Misc,recurring,69.39177,1.5319276,2.578492, sembawang town council,"['sembawang', 'town', 'council']",sembawang town council
3381,e56c4f29e0bd98a6070d447f34a6396a,,2024-09-30 04:03:44,185696_SF Holdings One Ptd Ltd,Misc,recurring,148.301209,0.606704,2.6694976, sf holdings one ptd ,"['sf', 'holdings', 'one', 'ptd']",sf holdings one ptd
3390,73afd7aadedbe4b1013f6db41dcef7de,,2024-10-15 04:32:07,120721_P & C Maintenance Services Pte Ltd,Misc,recurring,242.6816,1.1603214,4.4896096, p  c maintenance services  ,"['p', 'c', 'maintenance', 'services']",p c maintenance services
3392,dff97a96aea9d03ce8f206816a5ddfca,,2024-10-15 04:28:11,140159_EXXONMOBIL ASIA PACIFIC PTE LTD,Misc,recurring,330.0697274,-1.7366902,5.9381154, exxonmobil asia pacific  ,"['exxonmobil', 'asia', 'pacific']",exxonmobil asia pacific
3396,4a425d8c3cab55a38384f3f3741ca7bb,,2023-12-04 04:04:38,90643_NIRVANA MEMORIAL GARDEN Pte. Ltd.,Misc,recurring,232.82266,1.1224024,4.3075984, nirvana memorial garden  ,"['nirvana', 'memorial', 'garden']",nirvana memorial garden
3397,8798295ed3df395751ddedef7831434a,,2024-07-19 04:39:29,116779_Yu Yi Optic LLP,Misc,recurring,5687.85,30.941904,105.225225, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
3409,0207868ce1cd34dd1900db9fcfe9cb5b,,2024-10-01 04:28:26,141510_GSH Marketing (S) Pte Ltd,Misc,recurring,132.261472,-0.2123464,2.4495674, gsh marketing s  ,"['gsh', 'marketing']",gsh marketing
3413,908823ce829050534d103b5ebfebcc8f,,2024-07-12 15:01:03,116779_Yu Yi Optic LLP,Misc,recurring,5687.85,30.9570716,105.225225, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
3414,bc58f58434d5c305cb84be972f75a2c9,,2024-04-02 04:10:21,81162_BIS MOTORING,Misc,recurring,414.07548,2.0931288,7.659638, bis motoring,"['bis', 'motoring']",bis motoring
3424,be3d286f9506d6d4e81a6899cf57d0c6,,2024-04-25 04:01:35,57205_ST AUTO PTE LTD,Misc,recurring,1962.68744,24.9279506,51.0313902, st auto  ,"['st', 'auto']",st auto
3428,74ca366a3ebf053049e91c34683a823b,,2024-08-28 15:00:52,178232_YID DESIGN & BUILD PRIVATE LIMITED,Misc,recurring,11129.2265,60.6704,205.8925862, yid design  build  ,"['yid', 'design', 'build']",yid design build
3429,07a1482a18c4c45429ba020827583b0a,,2023-12-01 04:03:11,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5025.9890226,14.4168038,80.4186152, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
3434,2e6db97edeacc31f5e2c3bf01332c951,,2024-04-25 04:02:25,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.126191,53.4733738, kinto   ,['kinto'],kinto
3442,5e84a4cc21a64fc2a52b77da36e61b76,,2024-01-22 04:25:20,166438_Everyworks Group Pte Ltd,Misc,recurring,242.6816,1.175489,4.4896096, everyworks group  ,"['everyworks', 'group']",everyworks group
3445,2dba6aa3b6e13dde1a95515913b6c3bd,,2023-10-13 04:02:13,128169_NEWLIFT HOLDINGS PTE LTD,Misc,recurring,368.57268,1.8049444,6.8178362, newlift holdings  ,"['newlift', 'holdings']",newlift holdings
3446,297226ee1d33f6c0993ab5715f95feab,,2023-10-06 04:02:02,125670_ DYNACLE TRANSPORTATION AND WORKSHOP PTE. LTD,Misc,recurring,233.96023,0.985894,4.209009,  dynacle transportation and workshop  ,"['dynacle', 'transportation', 'workshop']",dynacle transportation workshop
3457,676f52994da39f7f3a256e77301e1086,,2024-07-24 10:01:41,225534_ERA Realty Network Pte Ltd,Misc,recurring,4240.5272728,23.0320006,78.4468272, era realty network  ,"['era', 'realty', 'network']",era realty network
3458,1705b821058ab993193b3d4cb9cc9ab2,,2024-04-29 04:07:12,168484_FUTURE POOLS & PUMPS ENGINEERING PTE LTD,Misc,recurring,144.0922,0.568785,2.5936596, future pools  pumps engineering  ,"['future', 'pools', 'pumps', 'engineering']",future pools pumps engineering
3478,c4fb05f15f72e14c18541d5c02d371bc,,2024-10-15 04:31:54,240316_Nema United Pte Ltd,Misc,recurring,136.4932324,0.606704,2.5254054, nema united  ,"['nema', 'united']",nema united
3491,fc377a974687f29ef61eb560e57becc8,,2024-06-12 04:06:33,211611_Dementia Singapore Ltd,Misc,recurring,528.59086,2.7529194,9.7755182, dementia  ,['dementia'],dementia
3495,cd3f96a16a3b7b9925dde1b2c7eb63d6,,2023-12-04 04:04:32,90645_MOUNT PRAJNA LTD.,Misc,recurring,182.0112,0.8493856,3.3672072, mount prajna ,"['mount', 'prajna']",mount prajna
3505,152da7bfe730d3fab915a416a00c55a8,,2024-09-26 04:09:47,80074_Tampines Town Council,Misc,recurring,68.785066,0.2123464,1.2361594, tampines town council,"['tampines', 'town', 'council']",tampines town council
3506,8eee3cb0d7d25dafd73a809c7ddb0245,,2024-06-11 04:28:26,199891_Ministry of Manpower,Misc,recurring,227.514,1.1148186,4.209009, ministry of manpower,"['ministry', 'manpower']",ministry manpower
3507,9a264b32c3a82c6cc3401074438f6e7e,,2024-09-25 04:23:16,238133_NATIONAL UNIVERSITY OF SINGAPORE SOCIETY,Misc,recurring,74.397078,0.2730168,1.3726678, national university of  society,"['national', 'university', 'society']",national university society
3512,53ad3a22764f8b7a2394def90ae4ca60,,2024-09-24 04:18:23,122514_Music Seeds Pte Ltd,Misc,recurring,546.0336,1.3878354,14.1968736, music seeds  ,"['music', 'seeds']",music seeds
3522,bc75d1d4cb3ee2ed530ea5dcfbb4daf5,,2024-08-22 10:00:43,116779_Yu Yi Optic LLP,Misc,recurring,1489.45832,8.0084928,27.5519454, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
3532,e31e5ceda1c40e6876605a6cff3952a3,,2024-06-18 04:05:11,173046_SEMBAWANG TOWN COUNCIL,Misc,recurring,69.39177,1.5243438,2.578492, sembawang town council,"['sembawang', 'town', 'council']",sembawang town council
3534,976a41bf58b3b67309c2c932d3208e78,,2024-07-31 07:01:03,143177_COOL-AIR CONTROL PTE. LTD.,Misc,recurring,303.352,1.5243438,5.612012, coolair control  ,"['coolair', 'control']",coolair control
3537,578878d3fada1257c0dfc372a0b96e9e,,2023-10-26 02:04:07,4434_Shark Fin Swim Academy,Misc,recurring,56.62975136,-0.11543757008,0.76450164336, shark fin swim academy,"['shark', 'fin', 'swim', 'academy']",shark fin swim academy
3541,5308df2bcab970a4c86506ce48a659f7,,2024-07-29 04:24:30,182835_Swaga Gym Pte Ltd,Misc,recurring,199.2188422,0.3943576,5.1797354, swaga gym  ,"['swaga', 'gym']",swaga gym
3546,b021ee69b798a59ad9caebae042cb24d,,2024-07-04 04:04:57,212911_NTUC Health Co-operative Ltd,Misc,recurring,1065.7438302,5.6954338,19.71788, ntuc health cooperative ,"['ntuc', 'health', 'cooperative']",ntuc health cooperative
3547,a6744001b0dac6b71d0008bb0bb829fa,,2024-10-18 07:02:19,211976_Nifty Auto Service Pte Ltd,Misc,recurring,1399.4917006,7.2501128,25.8910932, nifty auto service  ,"['nifty', 'auto', 'service']",nifty auto service
3553,4f5965f2cda51315d3250681422665ea,,2024-05-02 04:38:59,18106_TWIN VALLEY HOLDING BERHAD,Misc,recurring,95.399350368,0.16988925408,1.33515529168, twin valley holding ,"['twin', 'valley', 'holding']",twin valley holding
3554,d67a5562b8a0deaf4e60c7893ece1115,,2024-03-26 04:25:56,61077_Ee Bee Hui,Misc,recurring,758.38,3.9359922,14.03003, ee bee hui,"['ee', 'bee', 'hui']",ee bee hui
3558,aa6559a231205d9575f684a73bb80db9,,2023-10-10 04:16:19,143177_COOL-AIR CONTROL PTE. LTD.,Misc,recurring,2843.925,24.6549338,62.56635, coolair control  ,"['coolair', 'control']",coolair control
3560,638cb27d25bd5281e55b509db089a001,,2024-09-11 04:13:51,239959_Luxus Digital Pte Ltd,Misc,recurring,515.6984,2.6846652,9.5404204, luxus digital  ,"['luxus', 'digital']",luxus digital
3568,4df74697b0c3ba99a49c226bf36b92ce,,2024-07-22 04:03:22,26877_SPD,Misc,recurring,205.824332,0.9934778,3.8070676, spd,['spd'],spd
3573,abcbf08798ffbe63d906f3e2e158139c,,2024-07-12 04:05:12,206283_JENUFIT UNITED PTE. LTD.,Misc,recurring,455.028,2.3585618,8.418018, jenufit united  ,"['jenufit', 'united']",jenufit united
3580,75a2ada170fcb9a37fd29386b152bebf,,2023-11-17 04:02:15,121762_MSS Hougang Pte Ltd,Misc,recurring,242.4389184,1.0465644,4.360685, mss hougang  ,"['mss', 'hougang']",mss hougang
3591,e39ccfd18ec929b4df7e92c0b798fe11,,2024-07-23 04:03:09,140576_RAFFLES TOWN CLUB PTE LTD,Misc,recurring,99.196104,0.2199302,1.6381008, raffles town club  ,"['raffles', 'town', 'club']",raffles town club
3595,62ed0bee59926400464fb3b13d01d0d5,,2024-07-09 04:24:26,181068_SG EVENT RENTAL SERVICES PTE LTD,Misc,recurring,4474.442,24.3136628,82.777177, sg event rental services  ,"['sg', 'event', 'rental', 'services']",sg event rental services
3606,53eb2e1612f56c4ddf36f5d412d2578c,,2024-02-22 04:01:21,140576_RAFFLES TOWN CLUB PTE LTD,Misc,recurring,98.286048,0.2047626,1.6229332, raffles town club  ,"['raffles', 'town', 'club']",raffles town club
3613,2a98c25ee5fedd87dfb73e6e17e057da,,2024-08-28 15:01:16,235940_FLIPSTONE INTERIOR DESIGN PRIVATE LIMITED,Misc,recurring,5575.078894,30.3276162,103.13968, flipstone interior design  ,"['flipstone', 'interior', 'design']",flipstone interior design
3617,272a80e427b37665d6344d562e1d6e8c,,2024-05-13 04:03:18,150280_Ministry of Manpower,Misc,recurring,45.5028,0.113757,0.8418018, ministry of manpower,"['ministry', 'manpower']",ministry manpower
3628,c57011ba35905ac6c842da0a2421531d,,2024-10-07 04:18:28,226485_Kingsford Huray Development Pte. Ltd. - MF,Misc,recurring,597.5351858,3.03352,11.0571804, kingsford huray development    mf,"['kingsford', 'huray', 'development', 'mf']",kingsford huray development mf
3629,7f8cccb27d2546a6470032bcf0917772,,2024-06-05 04:06:44,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.8753218,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
3633,c9e6a1f0c87a5be91f813236603a568d,,2024-07-01 10:00:11,26788_LG ELECTRONICS (M) SDN BHD,Misc,recurring,10.8903368,-0.37680565328,0.1524647152, lg electronics m  ,"['lg', 'electronics']",lg electronics
3642,b663b0895467f1a0e6eaff18e3611145,,2024-07-29 04:27:53,214966_Vigeo Health and Fitness Pte Ltd,Misc,recurring,591.5364,3.1017742,10.9434234, vigeo health and fitness  ,"['vigeo', 'health', 'fitness']",vigeo health fitness
3646,2a1348681d561f401452c64d496f2118,,2024-10-15 04:20:00,212075_HAY DAIRIES PTE. LTD.,Misc,recurring,171.090528,0.7811314,3.1624446, hay dairies  ,"['hay', 'dairies']",hay dairies
3651,835f5451c39f00e5418b74a800bb10d0,,2024-08-30 03:56:51,26788_LG ELECTRONICS (M) SDN BHD,Misc,recurring,10.8903368,-0.37462758592,0.1524647152, lg electronics m  ,"['lg', 'electronics']",lg electronics
3653,ebaf8c51e231dc8814b78e7aa84f339f,,2024-04-17 07:01:10,189566_Drew & Napier LLC,Misc,recurring,696.19284,3.602305,12.8772924, drew  napier ,"['drew', 'napier']",drew napier
3659,1d228e33e4bc4397cc66aa4f72503f48,,2024-06-11 04:05:57,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,11.1557698,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
3668,32aa7c28710945c9c9c668dc13aadade,,2024-04-01 10:00:43,180485_ITA CONSULTANCY & SOLUTIONS PTE. LTD.,Misc,recurring,1569.8466,8.2890934,29.045954, ita consultancy  solutions  ,"['ita', 'consultancy', 'solutions']",ita consultancy solutions
3674,1d0ee41ae554980e9d939dc777ad19b2,,2024-10-10 04:14:05,210499_STORHUB TOH GUAN PTE. LTD.,Misc,recurring,98.5894,0.1213408,2.578492, storhub toh guan  ,"['storhub', 'toh', 'guan']",storhub toh guan
3682,6692c0af8f86c751d5b5241422a441b3,,2024-06-12 05:54:05,197078_Helian Services (Pte.) (Ltd.),Misc,recurring,257.8492,1.2816622,4.7702102, helian services  ,"['helian', 'services']",helian services
3683,502659f68d105cfdce6d17e2908142b6,,2024-04-25 04:14:52,90643_NIRVANA MEMORIAL GARDEN Pte. Ltd.,Misc,recurring,232.82266,0.7735476,3.9587436, nirvana memorial garden  ,"['nirvana', 'memorial', 'garden']",nirvana memorial garden
3694,2b90a8ad964558775dedae25a5ce4fc1,,2024-09-25 04:21:06,233813_Tong Tar Transport Service Pte Ltd,Misc,recurring,295.7682,1.4940086,5.4755036, tong tar transport service  ,"['tong', 'tar', 'transport', 'service']",tong tar transport service
3698,ba7ca6956609df2ae11b1636c55401f2,,2024-04-25 04:35:15,190261_9 Koi Marketing Pte Ltd,Misc,recurring,41.7109,0.0985894,0.7735476,  koi marketing  ,"['koi', 'marketing']",koi marketing
3702,c1b28ba3de7133eac16dadaf873552d3,,2024-04-16 04:07:57,26877_SPD,Misc,recurring,274.381884,1.3423326,5.0735622, spd,['spd'],spd
3718,0e7c35bcc1c85a8255d98529004f566c,,2024-08-13 04:14:10,190472_SENGKANG TOWN COUNCIL,Misc,recurring,98.5894,0.4095252,1.8276958, sengkang town council,"['sengkang', 'town', 'council']",sengkang town council
3719,6c2dab3f8fc9021f36e0e1c91488a53d,,2024-10-10 04:08:20,173963_HOCK CHUAN HENG CAR RENTAL & TRADING,Misc,recurring,910.056,4.8460482,16.836036, hock chuan heng car rental  trading,"['hock', 'chuan', 'heng', 'car', 'rental', 'trading']",hock chuan heng car rental trading
3723,950c9e03017ab124565319ea18b36e7f,,2023-10-17 04:04:52,94027_MERCEDES-BENZ FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a DAIMLER FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a AUTOFLEET PACIFIC PTE. LTD.,Misc,recurring,2460.981019,11.603214,44.2969758, mercedesbenz fleet management    fka daimler fleet management    fka autofleet pacific  ,"['mercedesbenz', 'fleet', 'management', 'fka', 'daimler', 'fleet', 'management', 'fka', 'autofleet', 'pacific']",mercedesbenz fleet management fka daimler fleet management fka autofleet pacific
3726,7bbc6efc1d33c5c97a42156d3186da75,,2023-12-12 04:07:03,119169_Novel Haven Pte Ltd,Misc,recurring,265.433,1.2968298,4.9143024, novel haven  ,['novel'],novel
3729,fb40ce4cb9a4940b0e6aa785bac1cf35,,2024-04-24 04:07:26,189566_Drew & Napier LLC,Misc,recurring,696.19284,3.602305,12.8772924, drew  napier ,"['drew', 'napier']",drew napier
3732,665ce7ab91fe65faca19166ad5f15d5c,,2024-06-26 04:33:34,214966_Vigeo Health and Fitness Pte Ltd,Misc,recurring,591.5364,3.1017742,10.9434234, vigeo health and fitness  ,"['vigeo', 'health', 'fitness']",vigeo health fitness
3741,1656a37d5635c4a2f7d2e59c09eb3b73,,2023-10-11 10:00:15,133366_Life Mastery Coaching Singapore LLP,Misc,recurring,1592.598,8.2435906,29.463063, life mastery coaching  ,"['life', 'mastery', 'coaching']",life mastery coaching
3755,2e84a8a55b16195578f81f1888137455,,2024-08-13 04:01:40,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.4158948,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
3760,3d3675248ae132e79c48097c26b741d1,,2024-10-10 07:02:22,248562_ORANGETEE AND TIE PTE LTD,Misc,recurring,950.62933,5.0659784,17.5868322, orangetee and tie  ,"['orangetee', 'tie']",orangetee tie
3766,5b6f48c19400b27fc7b2a4d18f345f16,,2024-03-20 14:30:05,14819_AUNTIE ZENNY ENTERPRISE,Misc,recurring,189.056246848,0.6860912184,2.55269494592, auntie zenny enterprise,"['auntie', 'zenny', 'enterprise']",auntie zenny enterprise
3767,b54378284cf08f536e273780ee3db2ee,,2024-02-23 04:04:08,156652_Tong Tar Transport Service Pte Ltd,Misc,recurring,204.7626,0.9707264,3.7919, tong tar transport service  ,"['tong', 'tar', 'transport', 'service']",tong tar transport service
3769,51b8ae715f7d051b3243a293cd3bc0e5,,2024-03-05 04:09:47,168461_A&A BUS PTE. LTD.,Misc,recurring,175.94416,0.8114666,3.2534502, aa bus  ,"['aa', 'bus']",aa bus
3798,f14abff62b31360fd313c1c26496a2c5,,2024-04-25 04:20:57,175110_Throne landscape & construction pte Ltd ,Misc,recurring,265.433,3.261034,6.901258, throne landscape  construction   ,"['throne', 'landscape', 'construction']",throne landscape construction
3807,5327e92f6fa53c0043fabad244bc6ca4,,2024-09-26 04:32:49,226357_Anytime Fitness,Misc,recurring,197.1788,0.947975,3.6478078, anytime fitness,"['anytime', 'fitness']",anytime fitness
3812,bf5bd38d83f3a24783df9b1572ab9993,,2024-05-29 15:00:51,202417_Propnex Realty Pte Ltd,Misc,recurring,1570.60498,8.2890934,29.0535378, propnex realty  ,"['propnex', 'realty']",propnex realty
3817,10256060b331236c2436004832dffcf9,,2024-03-28 04:02:42,43217_MCST 4439,Misc,recurring,591.5364,2.7529194,10.6476552, mcst ,['mcst'],mcst
3820,c56df2ef38739ada208b0697f6af16de,,2024-02-06 04:01:00,80074_Tampines Town Council,Misc,recurring,64.538138,0.2123464,1.1906566, tampines town council,"['tampines', 'town', 'council']",tampines town council
3822,935339fe368976ddfa2e07d1d02a539b,,2024-03-25 04:02:44,97263_StorHub 37 Tampines Pte Ltd,Misc,recurring,301.721483,3.564386,7.8416492, storhub  tampines  ,"['storhub', 'tampines']",storhub tampines
3835,60e2f2e5f5921ebcb6ac8607fba0851f,,2024-06-11 04:28:19,190472_SENGKANG TOWN COUNCIL,Misc,recurring,98.5894,0.4095252,1.8276958, sengkang town council,"['sengkang', 'town', 'council']",sengkang town council
3839,0492053a8cf9031a7ee73964015b19f0,,2023-12-05 10:00:48,123893_Aveo Pte Ltd,Misc,recurring,2843.925,15.1220972,52.6164044, aveo  ,['aveo'],aveo
3842,7b6b74fc7bc08900d7dca58a148c2518,,2024-02-27 04:15:17,154088_Soka Gakkai Singapore,Misc,recurring,627.93864,-2.0627936,14.1286194, soka gakkai ,"['soka', 'gakkai']",soka gakkai
3843,ce0340c1336aaedd333ade0365a1fc7d,,2024-04-25 04:26:20,61077_Ee Bee Hui,Misc,recurring,758.38,3.9359922,14.03003, ee bee hui,"['ee', 'bee', 'hui']",ee bee hui
3853,72755116f5669fbe39ff3d9112614b95,,2024-07-23 04:02:15,125533_Jalan Besar Town Council,Misc,recurring,49.598052,0.1440922,0.9176398, jalan besar town council,"['jalan', 'besar', 'town', 'council']",jalan besar town council
3861,460de1ff92a76aa2f26868caed577bd2,,2024-06-20 04:02:48,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,27.1955068,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
3866,d7e21eb25f3b1b0204c4ebb2963674ae,,2024-02-13 04:08:04,168191_P & C Maintenance Services Pte. Ltd,Misc,recurring,63.70392,0.7507962,2.578492, p  c maintenance services  ,"['p', 'c', 'maintenance', 'services']",p c maintenance services
3868,3870a07bb830b172b3c1edb43416a986,,2024-01-03 04:04:56,124923_Staccato! Pte Ltd,Misc,recurring,155.4679,1.0541482,3.3444558, staccato  ,['staccato'],staccato
3889,e271b9f35a9023483b118b40b41de97c,,2024-03-25 04:04:44,122514_Music Seeds Pte Ltd,Misc,recurring,546.0336,1.4485058,14.1968736, music seeds  ,"['music', 'seeds']",music seeds
3893,5151737cdc5b448a5c1e810a19f0154c,,2024-09-24 04:15:50,97263_StorHub 37 Tampines Pte Ltd,Misc,recurring,322.387338,1.4636734,5.9608668, storhub  tampines  ,"['storhub', 'tampines']",storhub tampines
